Name,Location,Kharif Crop,Rabi Crop,Number of Acres,Method1,Method2,Method3,Number of credits / carbon sequestration potential,Yield Increase,Emission reduction,Cost,Project value,Project Start Date,Verification date,Date of credits receival,Additional comments,Source
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2032,,14-10-2033,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2033,,14-10-2034,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2034,,14-10-2035,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2035,,14-10-2036,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2036,,14-10-2037,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2037,,14-10-2038,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2038,,14-10-2039,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2039,,14-10-2040,,https://registry.verra.org/app/projectDetail/VCS/4768
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2024,,,"75000 tonnes of biochar produced annually
assuming 87% varbon content gives 
2,39,250 tonnes of CO2 and emission reduction 
as  
116961/2,39,250=48%",https://registry.verra.org/app/projectDetail/VCS/4812
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2025,,,,https://registry.verra.org/app/projectDetail/VCS/4812
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2026,,,,https://registry.verra.org/app/projectDetail/VCS/4812
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2027,,,,https://registry.verra.org/app/projectDetail/VCS/4812
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2028,,,,https://registry.verra.org/app/projectDetail/VCS/4812
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2029,,,,https://registry.verra.org/app/projectDetail/VCS/4812
Project Terre Boost,"Assam, Nagaland, Rajasthan, Maharashtra, Madhya Pradesh, Chhattisgarh, Jharkhand",,,,Biochar,,,"1,16,961.00",,,,,2030,,,,https://registry.verra.org/app/projectDetail/VCS/4812
Varaha ClimateAg,"Gujrat, India",Cotton,Wheat,"61,776.25",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","1,21,697.00",,,,,2020,,2021,"Initially the land area was 25 thousand hectares, which will be stabilized at 312,000 hectares in 2029 and maintained until 2040.",https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India",Cotton,Wheat,"1,50,459.54",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","1,21,697.00",,,,,2021,,2022,So I assumed area increase uniformly,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India",Cotton,Wheat,"2,39,142.83",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","1,21,697.00",,,,,2022,,2023,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India",Cotton,Wheat,"3,27,826.12",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","1,21,697.00",,,,,2023,,2024,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"4,16,509.41",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","1,93,974.00",,,,,2024,,2025,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"5,05,192.70",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","4,49,920.00",,,,,2025,,2026,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"5,93,875.99",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","7,05,594.00",,,,,2026,,2027,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"6,82,559.28",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","9,88,524.00",,,,,2027,,2028,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","12,78,743.00",,,,,2028,,2029,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2029,,2030,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2030,,2031,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2031,,2032,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2032,,2033,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2033,,2034,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2034,,2035,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2035,,2036,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2036,,2037,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2037,,2038,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2038,,2039,,https://registry.verra.org/app/projectDetail/VCS/4458
Varaha ClimateAg,"Gujrat, India","Cotton,Sugarcane,Rice,Maize,Legumes",Wheat,"7,71,242.56",Fertilizer Management/Organic amendment,Zero/reduced tillage,"Direct Seeding Rice, Green gram, black gram, sesame, soybean, sunflower, maize, and groundnut are intercrops crops","15,30,488.00",,,,,2039,,2040,,https://registry.verra.org/app/projectDetail/VCS/4458
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Corn,Wheat,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"8,928.00",,,,,01-07-2021,,30-06-2022,"The list of crops grwn in that region was given, I just spreded them accross the records",https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Sunflower,Field Beans,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"23,264.00",,,,,01-07-2022,,30-06-2023,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Soybean,Barley,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"75,168.00",,,,,01-07-2023,,30-06-2024,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Red Clover,Sugar Beet,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"1,52,352.00",,,,,01-07-2024,,30-06-2025,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Berseem Clover,Pea,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"2,64,192.00",,,,,01-07-2025,,30-06-2026,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Persian Clover,Colza,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"3,91,008.00",,,,,01-07-2026,,30-06-2027,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Alsike Clover,Rapeseed,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"5,13,600.00",,,,,01-07-2027,,30-06-2028,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",White Clover,Phacelia,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"6,36,480.00",,,,,01-07-2028,,30-06-2029,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Crimson Clover,Oats,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"7,89,120.00",,,,,01-07-2029,,30-06-2030,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Lucerne,Rye,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"9,53,920.00",,,,,01-07-2030,,30-06-2031,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Hybrid Lucerne,Triticale,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"10,62,400.00",,,,,01-07-2031,,30-06-2032,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Squarrose Clover,Black Oats,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2032,,30-06-2033,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Melilot,Buckwheat,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2033,,30-06-2034,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Lupins,Linseed,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2034,,30-06-2035,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Fodder Radish,Niger,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2035,,30-06-2036,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Tillage Radish,Potato,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2036,,30-06-2037,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Sunn Hemp,Pea,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2037,,30-06-2038,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Corn,Wheat,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2038,,30-06-2039,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Sunflower,Field Beans,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2039,,30-06-2040,,https://registry.verra.org/app/projectDetail/VCS/4835
e eAgronomSustainableFarming,"inCentralandEasternEuropeinPoland, Estonia, Latvia, Lithuania,CzechRepublicandRomania",Soybean,Barley,"85,76,493.50",Covercropping,"Reducedtillage,striptillageandnotillage",Newand improvedcropresidue management,"11,10,400.00",,,,,01-07-2040,,30-06-2041,,https://registry.verra.org/app/projectDetail/VCS/4835
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"23,366.00",,,,,2023 (16th October- 31st December),,,Searched the crops grown in odisha,
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"1,10,760.00",,,,,2024,,,,
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"1,10,760.00",,,,,2025,,,,
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"1,10,760.00",,,,,2026,,,,
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"1,10,760.00",,,,,2027,,,,
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"1,10,760.00",,,,,2028,,,,
Project Reignite: Turning Farm Waste to Climate Action,"Odisha, India",Rice ,Mustard,,Biochar,,,"1,10,760.00",,,,,2029,,,,
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"2,784.82",,,,,06-12-2022,,06-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2023,,06-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2024,,06-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2025,,06-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2026,,06-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2027,,06-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2028,,06-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2029,,06-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2030,,06-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2031,,06-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2032,,06-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2033,,06-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2034,,06-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2035,,06-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2036,,06-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4855
