Location,Kharif,Rabi,Acres,Type,Method1,Method2,Method3,Credits
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
